metering_point_id,energy_type,timestamp,value_kwh
energy_community_consumption,consumption,2025-01-01T21:15:00,32.999
energy_community_consumption,consumption,2025-01-01T21:30:00,36.147
energy_community_consumption,consumption,2025-01-01T21:45:00,27.107
energy_community_consumption,consumption,2025-01-01T22:00:00,19.297
energy_community_consumption,consumption,2025-01-01T22:15:00,15.79
energy_community_consumption,consumption,2025-01-01T22:30:00,13.885
energy_community_consumption,consumption,2025-01-01T22:45:00,17.032
energy_community_consumption,consumption,2025-01-01T23:00:00,17.09
energy_community_consumption,consumption,2025-01-01T23:15:00,12.178
energy_community_consumption,consumption,2025-01-01T23:30:00,7.688
energy_community_consumption,consumption,2025-01-01T23:45:00,10.213
energy_community_consumption,consumption,2025-01-02T00:00:00,14.961
energy_community_consumption,consumption,2025-01-02T00:15:00,10.291
energy_community_consumption,consumption,2025-01-02T00:30:00,14.711
energy_community_consumption,consumption,2025-01-02T00:45:00,13.608
energy_community_consumption,consumption,2025-01-02T01:00:00,5.116
energy_community_consumption,consumption,2025-01-02T01:15:00,12.21
energy_community_consumption,consumption,2025-01-02T01:30:00,11.822
energy_community_consumption,consumption,2025-01-02T01:45:00,10.38
energy_community_consumption,consumption,2025-01-02T02:00:00,7.689
energy_community_consumption,consumption,2025-01-02T02:15:00,11.45
energy_community_consumption,consumption,2025-01-02T02:30:00,6.193
energy_community_consumption,consumption,2025-01-02T02:45:00,9.49
energy_community_consumption,consumption,2025-01-02T03:00:00,9.79
energy_community_consumption,consumption,2025-01-02T03:15:00,14.976
energy_community_consumption,consumption,2025-01-02T03:30:00,14.491
energy_community_consumption,consumption,2025-01-02T03:45:00,8.823
energy_community_consumption,consumption,2025-01-02T04:00:00,11.877
energy_community_consumption,consumption,2025-01-02T04:15:00,9.639
energy_community_consumption,consumption,2025-01-02T04:30:00,18.342
energy_community_consumption,consumption,2025-01-02T04:45:00,19.744
energy_community_consumption,consumption,2025-01-02T05:00:00,16.369
energy_community_consumption,consumption,2025-01-02T05:15:00,22.672
energy_community_consumption,consumption,2025-01-02T05:30:00,25.805
energy_community_consumption,consumption,2025-01-02T05:45:00,25.13
energy_community_consumption,consumption,2025-01-02T06:00:00,35.416
energy_community_consumption,consumption,2025-01-02T06:15:00,37.459
energy_community_consumption,consumption,2025-01-02T06:30:00,43.938
energy_community_consumption,consumption,2025-01-02T06:45:00,45.056
energy_community_consumption,consumption,2025-01-02T07:00:00,42.582
energy_community_consumption,consumption,2025-01-02T07:15:00,47.621
energy_community_consumption,consumption,2025-01-02T07:30:00,45.195
energy_community_consumption,consumption,2025-01-02T07:45:00,53.671
energy_community_consumption,consumption,2025-01-02T08:00:00,51.364
energy_community_consumption,consumption,2025-01-02T08:15:00,48.069
energy_community_consumption,consumption,2025-01-02T08:30:00,39.227
energy_community_consumption,consumption,2025-01-02T08:45:00,32.645
energy_community_consumption,consumption,2025-01-02T09:00:00,36.571
energy_community_consumption,consumption,2025-01-02T09:15:00,33.071
energy_community_consumption,consumption,2025-01-02T09:30:00,20.572
energy_community_consumption,consumption,2025-01-02T09:45:00,21.142
energy_community_consumption,consumption,2025-01-02T10:00:00,14.077
energy_community_consumption,consumption,2025-01-02T10:15:00,18.645
energy_community_consumption,consumption,2025-01-02T10:30:00,16.875
energy_community_consumption,consumption,2025-01-02T10:45:00,9.137
energy_community_consumption,consumption,2025-01-02T11:00:00,11.625
energy_community_consumption,consumption,2025-01-02T11:15:00,11.69
energy_community_consumption,consumption,2025-01-02T11:30:00,8.388
energy_community_consumption,consumption,2025-01-02T11:45:00,14.171
energy_community_consumption,consumption,2025-01-02T12:00:00,9.502
energy_community_consumption,consumption,2025-01-02T12:15:00,7.29
energy_community_consumption,consumption,2025-01-02T12:30:00,10.523
energy_community_consumption,consumption,2025-01-02T12:45:00,12.429
energy_community_consumption,consumption,2025-01-02T13:00:00,7.181
energy_community_consumption,consumption,2025-01-02T13:15:00,8.37
energy_community_consumption,consumption,2025-01-02T13:30:00,15.344
energy_community_consumption,consumption,2025-01-02T13:45:00,12.108
energy_community_consumption,consumption,2025-01-02T14:00:00,10.312
energy_community_consumption,consumption,2025-01-02T14:15:00,11.573
energy_community_consumption,consumption,2025-01-02T14:30:00,8.263
energy_community_consumption,consumption,2025-01-02T14:45:00,10.203
energy_community_consumption,consumption,2025-01-02T15:00:00,12.55
energy_community_consumption,consumption,2025-01-02T15:15:00,16.641
energy_community_consumption,consumption,2025-01-02T15:30:00,15.09
energy_community_consumption,consumption,2025-01-02T15:45:00,17.521
energy_community_consumption,consumption,2025-01-02T16:00:00,19.098
energy_community_consumption,consumption,2025-01-02T16:15:00,28.323
energy_community_consumption,consumption,2025-01-02T16:30:00,28.461
energy_community_consumption,consumption,2025-01-02T16:45:00,39.86
energy_community_consumption,consumption,2025-01-02T17:00:00,44.401
energy_community_consumption,consumption,2025-01-02T17:15:00,41.723
energy_community_consumption,consumption,2025-01-02T17:30:00,48.617
energy_community_consumption,consumption,2025-01-02T17:45:00,57.934
energy_community_consumption,consumption,2025-01-02T18:00:00,57.931
energy_community_consumption,consumption,2025-01-02T18:15:00,60.954
energy_community_consumption,consumption,2025-01-02T18:30:00,71.907
energy_community_consumption,consumption,2025-01-02T18:45:00,70.089
energy_community_consumption,consumption,2025-01-02T19:00:00,69.727
energy_community_consumption,consumption,2025-01-02T19:15:00,72.224
energy_community_consumption,consumption,2025-01-02T19:30:00,70.626
energy_community_consumption,consumption,2025-01-02T19:45:00,61.535
energy_community_consumption,consumption,2025-01-02T20:00:00,56.758
energy_community_consumption,consumption,2025-01-02T20:15:00,55.554
energy_community_consumption,consumption,2025-01-02T20:30:00,50.473
energy_community_consumption,consumption,2025-01-02T20:45:00,45.685
energy_community_consumption,consumption,2025-01-02T21:00:00,43.096
energy_community_consumption,consumption,2025-01-02T21:15:00,37.539
energy_community_consumption,consumption,2025-01-02T21:30:00,36.014
energy_community_consumption,consumption,2025-01-02T21:45:00,22.996
energy_community_consumption,consumption,2025-01-02T22:00:00,22.414
energy_community_consumption,consumption,2025-01-02T22:15:00,18.711
energy_community_consumption,consumption,2025-01-02T22:30:00,21.405
energy_community_consumption,consumption,2025-01-02T22:45:00,13.245
energy_community_consumption,consumption,2025-01-02T23:00:00,11.071
energy_community_consumption,consumption,2025-01-02T23:15:00,12.442
energy_community_consumption,consumption,2025-01-02T23:30:00,11.272
energy_community_consumption,consumption,2025-01-02T23:45:00,9.182
energy_community_consumption,consumption,2025-01-03T00:00:00,7.498
energy_community_consumption,consumption,2025-01-03T00:15:00,14.233
energy_community_consumption,consumption,2025-01-03T00:30:00,9.431
energy_community_consumption,consumption,2025-01-03T00:45:00,13.614
energy_community_consumption,consumption,2025-01-03T01:00:00,10.504
energy_community_consumption,consumption,2025-01-03T01:15:00,5.508
energy_community_consumption,consumption,2025-01-03T01:30:00,14.998
energy_community_consumption,consumption,2025-01-03T01:45:00,13.371
energy_community_consumption,consumption,2025-01-03T02:00:00,14.711
energy_community_consumption,consumption,2025-01-03T02:15:00,14.304
energy_community_consumption,consumption,2025-01-03T02:30:00,13.564
energy_community_consumption,consumption,2025-01-03T02:45:00,6.805
energy_community_consumption,consumption,2025-01-03T03:00:00,10.11
energy_community_consumption,consumption,2025-01-03T03:15:00,7.575
energy_community_consumption,consumption,2025-01-03T03:30:00,9.743
energy_community_consumption,consumption,2025-01-03T03:45:00,6.776
energy_community_consumption,consumption,2025-01-03T04:00:00,10.661
energy_community_consumption,consumption,2025-01-03T04:15:00,17.706
energy_community_consumption,consumption,2025-01-03T04:30:00,11.868
energy_community_consumption,consumption,2025-01-03T04:45:00,18.88
energy_community_consumption,consumption,2025-01-03T05:00:00,17.935
energy_community_consumption,consumption,2025-01-03T05:15:00,20.513
energy_community_consumption,consumption,2025-01-03T05:30:00,29.288
energy_community_consumption,consumption,2025-01-03T05:45:00,33.556
energy_community_consumption,consumption,2025-01-03T06:00:00,33.349
energy_community_consumption,consumption,2025-01-03T06:15:00,39.249
energy_community_consumption,consumption,2025-01-03T06:30:00,37.7
energy_community_consumption,consumption,2025-01-03T06:45:00,42.72
energy_community_consumption,consumption,2025-01-03T07:00:00,52.264
energy_community_consumption,consumption,2025-01-03T07:15:00,50.172
energy_community_consumption,consumption,2025-01-03T07:30:00,50.422
energy_community_consumption,consumption,2025-01-03T07:45:00,51.86
energy_community_consumption,consumption,2025-01-03T08:00:00,43.148
energy_community_consumption,consumption,2025-01-03T08:15:00,45.594
energy_community_consumption,consumption,2025-01-03T08:30:00,41.181
energy_community_consumption,consumption,2025-01-03T08:45:00,40.593
energy_community_consumption,consumption,2025-01-03T09:00:00,29.366
energy_community_consumption,consumption,2025-01-03T09:15:00,33.21
energy_community_consumption,consumption,2025-01-03T09:30:00,20.516
energy_community_consumption,consumption,2025-01-03T09:45:00,18.141
energy_community_consumption,consumption,2025-01-03T10:00:00,19.335
energy_community_consumption,consumption,2025-01-03T10:15:00,17.791
energy_community_consumption,consumption,2025-01-03T10:30:00,11.568
energy_community_consumption,consumption,2025-01-03T10:45:00,9.052
energy_community_consumption,consumption,2025-01-03T11:00:00,15.775
energy_community_consumption,consumption,2025-01-03T11:15:00,8.654
energy_community_consumption,consumption,2025-01-03T11:30:00,11.683
energy_community_consumption,consumption,2025-01-03T11:45:00,11.641
energy_community_consumption,consumption,2025-01-03T12:00:00,9.462
energy_community_consumption,consumption,2025-01-03T12:15:00,11.009
energy_community_consumption,consumption,2025-01-03T12:30:00,10.358
energy_community_consumption,consumption,2025-01-03T12:45:00,14.477
energy_community_consumption,consumption,2025-01-03T13:00:00,7.212
energy_community_consumption,consumption,2025-01-03T13:15:00,12.415
energy_community_consumption,consumption,2025-01-03T13:30:00,7.78
energy_community_consumption,consumption,2025-01-03T13:45:00,9.567
energy_community_consumption,consumption,2025-01-03T14:00:00,12.648
energy_community_consumption,consumption,2025-01-03T14:15:00,9.397
energy_community_consumption,consumption,2025-01-03T14:30:00,10.215
energy_community_consumption,consumption,2025-01-03T14:45:00,15.475
energy_community_consumption,consumption,2025-01-03T15:00:00,9.894
energy_community_consumption,consumption,2025-01-03T15:15:00,15.341
energy_community_consumption,consumption,2025-01-03T15:30:00,22.773
energy_community_consumption,consumption,2025-01-03T15:45:00,25.279
energy_community_consumption,consumption,2025-01-03T16:00:00,19.12
energy_community_consumption,consumption,2025-01-03T16:15:00,24.144
energy_community_consumption,consumption,2025-01-03T16:30:00,28.824
energy_community_consumption,consumption,2025-01-03T16:45:00,40.138
energy_community_consumption,consumption,2025-01-03T17:00:00,44.614
energy_community_consumption,consumption,2025-01-03T17:15:00,49.807
energy_community_consumption,consumption,2025-01-03T17:30:00,49.933
energy_community_consumption,consumption,2025-01-03T17:45:00,52.821
energy_community_consumption,consumption,2025-01-03T18:00:00,64.126
energy_community_consumption,consumption,2025-01-03T18:15:00,66.666
energy_community_consumption,consumption,2025-01-03T18:30:00,68.668
energy_community_consumption,consumption,2025-01-03T18:45:00,74.251
energy_community_consumption,consumption,2025-01-03T19:00:00,71.54
energy_community_consumption,consumption,2025-01-03T19:15:00,64.456
energy_community_consumption,consumption,2025-01-03T19:30:00,70.722
energy_community_consumption,consumption,2025-01-03T19:45:00,62.624
energy_community_consumption,consumption,2025-01-03T20:00:00,62.423
energy_community_consumption,consumption,2025-01-03T20:15:00,60.633
energy_community_consumption,consumption,2025-01-03T20:30:00,47.58
energy_community_consumption,consumption,2025-01-03T20:45:00,42.169
energy_community_consumption,consumption,2025-01-03T21:00:00,36.875
energy_community_consumption,consumption,2025-01-03T21:15:00,36.338
energy_community_consumption,consumption,2025-01-03T21:30:00,28.895
energy_community_consumption,consumption,2025-01-03T21:45:00,28.06
energy_community_consumption,consumption,2025-01-03T22:00:00,25.564
energy_community_consumption,consumption,2025-01-03T22:15:00,17.354
energy_community_consumption,consumption,2025-01-03T22:30:00,19.131
energy_community_consumption,consumption,2025-01-03T22:45:00,13.398
energy_community_consumption,consumption,2025-01-03T23:00:00,14.054
energy_community_consumption,consumption,2025-01-03T23:15:00,17.01
energy_community_consumption,consumption,2025-01-03T23:30:00,15.514
energy_community_consumption,consumption,2025-01-03T23:45:00,7.319
energy_community_consumption,consumption,2025-01-04T00:00:00,9.236
energy_community_consumption,consumption,2025-01-04T00:15:00,7.767
energy_community_consumption,consumption,2025-01-04T00:30:00,5.036
energy_community_consumption,consumption,2025-01-04T00:45:00,12.712
energy_community_consumption,consumption,2025-01-04T01:00:00,11.372
energy_community_consumption,consumption,2025-01-04T01:15:00,7.622
energy_community_consumption,consumption,2025-01-04T01:30:00,12.417
energy_community_consumption,consumption,2025-01-04T01:45:00,10.527
energy_community_consumption,consumption,2025-01-04T02:00:00,9.298
energy_community_consumption,consumption,2025-01-04T02:15:00,5.137
energy_community_consumption,consumption,2025-01-04T02:30:00,5.83
energy_community_consumption,consumption,2025-01-04T02:45:00,13.973
energy_community_consumption,consumption,2025-01-04T03:00:00,14.292
energy_community_consumption,consumption,2025-01-04T03:15:00,10.893
energy_community_consumption,consumption,2025-01-04T03:30:00,14.079
energy_community_consumption,consumption,2025-01-04T03:45:00,12.014
energy_community_consumption,consumption,2025-01-04T04:00:00,8.352
energy_community_consumption,consumption,2025-01-04T04:15:00,9.127
energy_community_consumption,consumption,2025-01-04T04:30:00,12.299
energy_community_consumption,consumption,2025-01-04T04:45:00,20.029
energy_community_consumption,consumption,2025-01-04T05:00:00,21.346
energy_community_consumption,consumption,2025-01-04T05:15:00,24.89
energy_community_consumption,consumption,2025-01-04T05:30:00,28.704
energy_community_consumption,consumption,2025-01-04T05:45:00,25.702
energy_community_consumption,consumption,2025-01-04T06:00:00,30.287
energy_community_consumption,consumption,2025-01-04T06:15:00,33.093
energy_community_consumption,consumption,2025-01-04T06:30:00,43.953
energy_community_consumption,consumption,2025-01-04T06:45:00,48.594
energy_community_consumption,consumption,2025-01-04T07:00:00,46.64
energy_community_consumption,consumption,2025-01-04T07:15:00,50.586
energy_community_consumption,consumption,2025-01-04T07:30:00,46.546
energy_community_consumption,consumption,2025-01-04T07:45:00,53.679
energy_community_consumption,consumption,2025-01-04T08:00:00,51.223
energy_community_consumption,consumption,2025-01-04T08:15:00,49.515
energy_community_consumption,consumption,2025-01-04T08:30:00,44.26
energy_community_consumption,consumption,2025-01-04T08:45:00,40.88
energy_community_consumption,consumption,2025-01-04T09:00:00,28.039
energy_community_consumption,consumption,2025-01-04T09:15:00,30.967
energy_community_consumption,consumption,2025-01-04T09:30:00,23.037
energy_community_consumption,consumption,2025-01-04T09:45:00,25.591
energy_community_consumption,consumption,2025-01-04T10:00:00,21.407
energy_community_consumption,consumption,2025-01-04T10:15:00,19.68
energy_community_consumption,consumption,2025-01-04T10:30:00,17.324
energy_community_consumption,consumption,2025-01-04T10:45:00,10.521
energy_community_consumption,consumption,2025-01-04T11:00:00,14.746
energy_community_consumption,consumption,2025-01-04T11:15:00,7.273
energy_community_consumption,consumption,2025-01-04T11:30:00,14.459
energy_community_consumption,consumption,2025-01-04T11:45:00,14.033
energy_community_consumption,consumption,2025-01-04T12:00:00,7.495
energy_community_consumption,consumption,2025-01-04T12:15:00,13.338
energy_community_consumption,consumption,2025-01-04T12:30:00,9.733
energy_community_consumption,consumption,2025-01-04T12:45:00,8.182
energy_community_consumption,consumption,2025-01-04T13:00:00,13.123
energy_community_consumption,consumption,2025-01-04T13:15:00,7.529
energy_community_consumption,consumption,2025-01-04T13:30:00,5.629
energy_community_consumption,consumption,2025-01-04T13:45:00,7.54
energy_community_consumption,consumption,2025-01-04T14:00:00,9.214
energy_community_consumption,consumption,2025-01-04T14:15:00,15.04
energy_community_consumption,consumption,2025-01-04T14:30:00,16.722
energy_community_consumption,consumption,2025-01-04T14:45:00,10.748
energy_community_consumption,consumption,2025-01-04T15:00:00,15.584
energy_community_consumption,consumption,2025-01-04T15:15:00,14.755
energy_community_consumption,consumption,2025-01-04T15:30:00,22.6
energy_community_consumption,consumption,2025-01-04T15:45:00,20.681
energy_community_consumption,consumption,2025-01-04T16:00:00,27.78
energy_community_consumption,consumption,2025-01-04T16:15:00,23.166
energy_community_consumption,consumption,2025-01-04T16:30:00,35.876
energy_community_consumption,consumption,2025-01-04T16:45:00,32.591
energy_community_consumption,consumption,2025-01-04T17:00:00,45.43
energy_community_consumption,consumption,2025-01-04T17:15:00,43.669
energy_community_consumption,consumption,2025-01-04T17:30:00,47.321
energy_community_consumption,consumption,2025-01-04T17:45:00,55.589
energy_community_consumption,consumption,2025-01-04T18:00:00,63.074
energy_community_consumption,consumption,2025-01-04T18:15:00,62.767
energy_community_consumption,consumption,2025-01-04T18:30:00,68.613
energy_community_consumption,consumption,2025-01-04T18:45:00,69.492
energy_community_consumption,consumption,2025-01-04T19:00:00,68.852
energy_community_consumption,consumption,2025-01-04T19:15:00,70.144
energy_community_consumption,consumption,2025-01-04T19:30:00,65.099
energy_community_consumption,consumption,2025-01-04T19:45:00,66.718
energy_community_consumption,consumption,2025-01-04T20:00:00,55.806
energy_community_consumption,consumption,2025-01-04T20:15:00,60.5
energy_community_consumption,consumption,2025-01-04T20:30:00,51.622
energy_community_consumption,consumption,2025-01-04T20:45:00,48.209
energy_community_consumption,consumption,2025-01-04T21:00:00,43.225
energy_community_consumption,consumption,2025-01-04T21:15:00,37.512
energy_community_consumption,consumption,2025-01-04T21:30:00,29.814
energy_community_consumption,consumption,2025-01-04T21:45:00,22.712
energy_community_consumption,consumption,2025-01-04T22:00:00,25.03
energy_community_consumption,consumption,2025-01-04T22:15:00,18.62
energy_community_consumption,consumption,2025-01-04T22:30:00,15.928
energy_community_consumption,consumption,2025-01-04T22:45:00,19.238
energy_community_consumption,consumption,2025-01-04T23:00:00,16.367
energy_community_consumption,consumption,2025-01-04T23:15:00,10.959
energy_community_consumption,consumption,2025-01-04T23:30:00,10.146
energy_community_consumption,consumption,2025-01-04T23:45:00,10.48
energy_community_consumption,consumption,2025-01-05T00:00:00,9.024
energy_community_consumption,consumption,2025-01-05T00:15:00,7.957
energy_community_consumption,consumption,2025-01-05T00:30:00,6.273
energy_community_consumption,consumption,2025-01-05T00:45:00,9.205
energy_community_consumption,consumption,2025-01-05T01:00:00,14.405
energy_community_consumption,consumption,2025-01-05T01:15:00,11.775
energy_community_consumption,consumption,2025-01-05T01:30:00,14.033
energy_community_consumption,consumption,2025-01-05T01:45:00,11.165
energy_community_consumption,consumption,2025-01-05T02:00:00,8.03
energy_community_consumption,consumption,2025-01-05T02:15:00,10.52
energy_community_consumption,consumption,2025-01-05T02:30:00,5.081
energy_community_consumption,consumption,2025-01-05T02:45:00,8.011
energy_community_consumption,consumption,2025-01-05T03:00:00,9.552
energy_community_consumption,consumption,2025-01-05T03:15:00,11.237
energy_community_consumption,consumption,2025-01-05T03:30:00,12.28
energy_community_consumption,consumption,2025-01-05T03:45:00,10.839
energy_community_consumption,consumption,2025-01-05T04:00:00,11.292
energy_community_consumption,consumption,2025-01-05T04:15:00,9.99
energy_community_consumption,consumption,2025-01-05T04:30:00,13.948
energy_community_consumption,consumption,2025-01-05T04:45:00,20.051
energy_community_consumption,consumption,2025-01-05T05:00:00,21.345
energy_community_consumption,consumption,2025-01-05T05:15:00,17.979
energy_community_consumption,consumption,2025-01-05T05:30:00,20.563
energy_community_consumption,consumption,2025-01-05T05:45:00,28.756
energy_community_consumption,consumption,2025-01-05T06:00:00,34.121
energy_community_consumption,consumption,2025-01-05T06:15:00,35.417
energy_community_consumption,consumption,2025-01-05T06:30:00,44.336
energy_community_consumption,consumption,2025-01-05T06:45:00,47.264
energy_community_consumption,consumption,2025-01-05T07:00:00,49.304
energy_community_consumption,consumption,2025-01-05T07:15:00,46.626
energy_community_consumption,consumption,2025-01-05T07:30:00,46.991
energy_community_consumption,consumption,2025-01-05T07:45:00,44.624
energy_community_consumption,consumption,2025-01-05T08:00:00,45.025
energy_community_consumption,consumption,2025-01-05T08:15:00,44.504
energy_community_consumption,consumption,2025-01-05T08:30:00,44.649
energy_community_consumption,consumption,2025-01-05T08:45:00,32.794
energy_community_consumption,consumption,2025-01-05T09:00:00,31.936
energy_community_consumption,consumption,2025-01-05T09:15:00,29.899
energy_community_consumption,consumption,2025-01-05T09:30:00,21.66
energy_community_consumption,consumption,2025-01-05T09:45:00,23.246
energy_community_consumption,consumption,2025-01-05T10:00:00,18.328
energy_community_consumption,consumption,2025-01-05T10:15:00,13.479
energy_community_consumption,consumption,2025-01-05T10:30:00,15.777
energy_community_consumption,consumption,2025-01-05T10:45:00,7.909
energy_community_consumption,consumption,2025-01-05T11:00:00,14.382
energy_community_consumption,consumption,2025-01-05T11:15:00,13.892
energy_community_consumption,consumption,2025-01-05T11:30:00,6.804
energy_community_consumption,consumption,2025-01-05T11:45:00,9.698
energy_community_consumption,consumption,2025-01-05T12:00:00,7.029
energy_community_consumption,consumption,2025-01-05T12:15:00,14.752
energy_community_consumption,consumption,2025-01-05T12:30:00,10.309
energy_community_consumption,consumption,2025-01-05T12:45:00,5.632
energy_community_consumption,consumption,2025-01-05T13:00:00,7.661
energy_community_consumption,consumption,2025-01-05T13:15:00,13.736
energy_community_consumption,consumption,2025-01-05T13:30:00,9.957
energy_community_consumption,consumption,2025-01-05T13:45:00,13.623
energy_community_consumption,consumption,2025-01-05T14:00:00,12.607
energy_community_consumption,consumption,2025-01-05T14:15:00,16.276
energy_community_consumption,consumption,2025-01-05T14:30:00,13.008
energy_community_consumption,consumption,2025-01-05T14:45:00,17.457
energy_community_consumption,consumption,2025-01-05T15:00:00,18.083
energy_community_consumption,consumption,2025-01-05T15:15:00,16.885
energy_community_consumption,consumption,2025-01-05T15:30:00,19.981
energy_community_consumption,consumption,2025-01-05T15:45:00,20.366
energy_community_consumption,consumption,2025-01-05T16:00:00,26.694
energy_community_consumption,consumption,2025-01-05T16:15:00,27.491
energy_community_consumption,consumption,2025-01-05T16:30:00,35.144
energy_community_consumption,consumption,2025-01-05T16:45:00,38.242
energy_community_consumption,consumption,2025-01-05T17:00:00,40.552
energy_community_consumption,consumption,2025-01-05T17:15:00,43.607
energy_community_consumption,consumption,2025-01-05T17:30:00,48.71
energy_community_consumption,consumption,2025-01-05T17:45:00,57.62
energy_community_consumption,consumption,2025-01-05T18:00:00,63.447
energy_community_consumption,consumption,2025-01-05T18:15:00,64.844
energy_community_consumption,consumption,2025-01-05T18:30:00,68.819
energy_community_consumption,consumption,2025-01-05T18:45:00,67.124
energy_community_consumption,consumption,2025-01-05T19:00:00,65.775
energy_community_consumption,consumption,2025-01-05T19:15:00,67.236
energy_community_consumption,consumption,2025-01-05T19:30:00,65.269
energy_community_consumption,consumption,2025-01-05T19:45:00,62.828
energy_community_consumption,consumption,2025-01-05T20:00:00,61.19
